"word","aoa","cdi.cat","small.cat","s.cmu.phon","sln.freq.pre","s.uttlen.pre","s.mrc.conc","s.mrc.imag","s.mrc.fam","srl.sp.KL","srl.topic.KL","srl.temp.KL"
"aboard",17.1437450342244,"Games","Other",0.745215348344106,-1.01364871659217,-1.03659066843309,NA,NA,NA,-0.330244699470802,1.32358277218682,-0.385341770278537
"accident",20.0455667094389,"Descriptive","Adjectives",2.80745948406644,-0.92799031703026,-0.534700896344616,-0.433700117398217,0.161848400874673,-0.0448409970428614,-1.09403638008528,-1.5076308665681,-1.90707104330942
"again",17.0104873334653,"Connecting","Closed Class",0.0578006364366619,1.09109522087313,-0.17356611730032,NA,NA,NA,-1.14064936766642,1.32232998693863,-0.0408223759552762
"airplane",15.7216396986799,"Vehicles","Nouns",1.43263006025155,-0.508217689325062,-0.684161399298361,NA,NA,NA,0.0546626101224318,-0.0097283627278235,0.419868450106624
"album",19.8948737929373,"Household","Nouns",0.745215348344106,-1.56087463747551,1.49793889720801,NA,NA,NA,-0.00392302077716233,-0.701787700756204,-0.182952419312019
"alexander",19.4981328688449,"People","Nouns",3.49487419597388,-2.34175876510457,0.528499450955007,NA,NA,NA,NA,0.0583655537661431,-0.62239790923119
"nanny_name",12.6353097115182,"People","Nouns",2.12004477215899,0.471979792295284,-0.756124783284596,NA,NA,NA,0.791585633338055,-0.243148539509292,0.410043856557519
"all",14.4072435368647,"Quantifiers","Closed Class",-1.31702878737823,1.47893726803578,0.250116037864007,-1.53557765585566,-1.34839762648746,0.326156464711355,0.944563122965944,0.253677609504317,0.0233731131621415
"alligator",17.4052171189439,"Animals","Nouns",2.12004477215899,-1.60074849647523,-1.59365671866493,1.05238472065294,1.04688505131807,-2.55937934893255,0.026815935914748,-0.0934751211004755,0.256949917265272
"alright",24.7989247188449,"Descriptive","Adjectives",0.745215348344106,1.03306432887589,-1.42363634025269,NA,NA,NA,-0.796299019281452,-0.995824446387043,-0.630925861432754
"am",16.5951033644884,"Helping","Closed Class",-1.31702878737823,0.378403931629501,0.510959191812222,-1.59357121051131,-2.03856382178736,0.75898683675794,0.413727334245098,NA,0.908548219455984
"ambulance",14.7099517937954,"Vehicles","Nouns",3.49487419597388,-0.630014995489945,-1.10571015065203,0.842158085026189,1.04688505131807,-1.38455405337753,-0.0266948787204823,0.0902635662603531,-0.0100108003681642
"an",22.4633220266337,"Quantifiers","Closed Class",-1.31702878737823,0.810619105561497,1.25784915938032,-1.8980373724535,-2.46078314126494,0.594099075978289,-2.16845817228168,NA,-1.26478778066875
"and",16.8113196736304,"Connecting","Closed Class",-0.629614075470782,2.30314730614628,1.23487129894035,-1.87628978945763,-2.20907547003792,1.1093733284147,1.30012586583062,NA,0.149801440439179
"animal",18.9704078046535,"Animals","Nouns",1.43263006025155,0.0666789140255241,0.00347774987324774,0.784164530370534,0.624665731840488,1.1093733284147,-0.208919329772185,0.756058864924819,-0.980006331935171
"another",20.3739254828383,"Quantifiers","Closed Class",0.745215348344106,0.588799213619652,0.331088612338049,NA,NA,NA,-1.6716022205449,-1.62926258869817,-1.67959534872549
"answer",20.6796960946205,"Other","Other",0.0578006364366619,-0.384547299663579,0.243075359635991,-0.593182392701267,-1.05609194377221,0.800208776952853,-0.373323240755405,-0.247100886486343,-0.651481147630959
"ant",22.3227485942904,"Animals","Nouns",-0.629614075470782,-1.24423166007942,-0.484347855225889,0.9074008340138,0.93321061915103,-1.13722241220805,-0.151553111702536,0.514127523427946,-0.861554424201052
